k_t,M_1_t,M_2_t,M_3_t,tau_1_t,tau_2_t,t,x_t,E_t,V_t,lambda_k_t,lambda_m_1,lambda_m_2,lambda_m_3,lambda_tau_1,lambda_tau_2,lambda_t_BAU,lambda_E_t
4.707626,1731.9988,2543.6538,10056.915,2.196656,1.3414615,31.0,0.99082893,11.88212,50.81243,0.0075459736,-0.0015926529,0.011084552,0.007881534,-0.03624101,-0.050973717,0.025087746,0.005779963
4.7482862,1780.2142,2595.6096,10059.881,2.245298,1.3511714,32.0,0.9910568,11.905584,50.960163,0.0070435056,-0.0018538004,0.011316556,0.0077435384,-0.035987925,-0.05244679,0.025116682,0.005673224
4.787822,1830.4269,2649.688,10062.975,2.2961533,1.3613232,33.0,0.9912767,11.928689,51.108475,0.006638207,-0.0020656874,0.011350199,0.0074558593,-0.03573428,-0.054163534,0.025140965,0.0055221645
4.82679,1882.6361,2705.978,10066.202,2.3492413,1.3719372,34.0,0.9914894,11.952072,51.258827,0.00646947,-0.0021337094,0.01100178,0.006918273,-0.036150638,-0.055523932,0.02514222,0.005237463
4.8653054,1936.8615,2764.5652,10069.569,2.4045763,1.3830335,35.0,0.9916897,11.975407,51.411644,0.006309995,-0.0030846521,0.010878895,0.006558945,-0.03677647,-0.05691519,0.024875825,0.0057199756
4.9040794,1993.1276,2825.5334,10073.082,2.4621775,1.3946321,36.0,0.99188733,11.999473,51.56724,0.006013883,-0.00471898,0.0109624965,0.006283424,-0.03714359,-0.05779496,0.024174338,0.006180494
4.9422,2051.4866,2888.965,10076.746,2.5220704,1.406753,37.0,0.99208015,12.02359,51.723854,0.005714548,-0.0060804263,0.01082651,0.0057286536,-0.0375888,-0.0587487,0.023185806,0.0067959614
4.979673,2111.9565,2954.9436,10080.568,2.5842946,1.4194163,38.0,0.9922663,12.047347,51.88138,0.005528534,-0.006874577,0.010315015,0.0055674235,-0.038525537,-0.059751138,0.02156052,0.007471214
5.01676,2174.5557,3023.551,10084.554,2.6488845,1.4326422,39.0,0.99244934,12.071295,52.040565,0.0053739958,-0.007574168,0.0099129835,0.005517908,-0.039516963,-0.060873948,0.019848393,0.008046283
5.0531044,2239.314,3094.8672,10088.709,2.715872,1.4464514,40.0,0.9926265,12.095318,52.200233,0.0053046877,-0.0082618315,0.0095216045,0.005475868,-0.04075813,-0.06197835,0.018212033,0.008469528
5.088986,2306.2446,3168.972,10093.042,2.7852912,1.4608643,41.0,0.9928008,12.119443,52.36148,0.0052515096,-0.00892751,0.009077639,0.0054380796,-0.042040184,-0.063124605,0.016542844,0.008846259
5.1240993,2375.374,3245.9424,10097.559,2.8571713,1.4759018,42.0,0.9929714,12.143578,52.523773,0.005215517,-0.00956073,0.008580673,0.0054079182,-0.04336186,-0.06431301,0.014844324,0.009172113
5.1584687,2446.7134,3325.855,10102.266,2.9315443,1.4915847,43.0,0.9931386,12.167767,52.687298,0.0051829047,-0.010180039,0.008091495,0.005406961,-0.044720404,-0.06551827,0.013092703,0.00944478
5.1920886,2520.2744,3408.7842,10107.171,3.0084372,1.507934,44.0,0.993302,12.191787,52.853855,0.0053554154,-0.010799758,0.0076215463,0.0044784397,-0.046524484,-0.06659259,0.011170608,0.00920446
5.2250214,2596.067,3494.8027,10112.281,3.087874,1.5249707,45.0,0.99346185,12.215982,53.022736,0.005365421,-0.011253966,0.0071586976,0.0033877129,-0.048616253,-0.06755077,0.009743879,0.008639455
5.2572556,2674.103,3583.9805,10117.605,3.1698766,1.5427158,46.0,0.99361634,12.240051,53.193336,0.0051022023,-0.011679551,0.006793567,0.0022842144,-0.05099798,-0.06870374,0.00848632,0.0077909837
5.2890925,2754.3928,3676.3865,10123.151,3.2544668,1.5611906,47.0,0.9937706,12.264088,53.364853,0.004733583,-0.011983359,0.006304035,0.0012364478,-0.05349639,-0.069892384,0.007299565,0.006862431
5.319835,2836.9614,3772.0867,10128.927,3.3416643,1.580416,48.0,0.99392015,12.288029,53.53126,0.0049973545,-0.01209061,0.006010252,0.0010492029,-0.055686373,-0.07084349,0.006636506,0.005576941
5.349985,2921.7922,3871.1477,10134.939,3.4314947,1.6004131,49.0,0.9940574,12.312655,53.700825,0.005516669,-0.012040479,0.0056260005,0.0010785285,-0.05753811,-0.07159065,0.0062434925,0.0038546873
5.380998,3008.8967,3973.6313,10141.197,3.5239704,1.6212031,50.0,0.99419576,12.339095,53.876053,0.005324431,-0.011782942,0.005223046,0.0013867411,-0.05873276,-0.07210891,0.0056461934,0.0015943185
5.411133,3098.372,4079.598,10147.708,3.6191063,1.642807,51.0,0.9943271,12.367289,54.056175,0.004961916,-0.01091166,0.0043087937,0.0020613882,-0.05963063,-0.07302413,0.0050105024,-0.0002927538
5.44125,3190.2053,4189.1143,10154.482,3.716955,1.6652459,52.0,0.9944408,12.396592,54.24077,0.004586875,-0.009528007,0.0028511975,0.0022909679,-0.060763773,-0.07354907,0.004297673,-0.001764959
5.4735994,3284.4375,4302.2427,10161.528,3.8175457,1.6885409,53.0,0.9945469,12.427363,54.434658,0.004280246,-0.008024908,0.0016999487,0.0015280368,-0.061578635,-0.07266269,0.0039236303,-0.0027912264
5.5071783,3381.256,4419.047,10168.8545,3.920916,1.7127136,54.0,0.9946514,12.459242,54.635094,0.0040785116,-0.006484908,0.00065119285,0.00057918235,-0.062350605,-0.071551815,0.003660688,-0.0037933658
5.540638,3480.7795,4539.605,10176.471,4.027171,1.7377855,55.0,0.99474925,12.492447,54.840706,0.0041167117,-0.0046914984,-0.000115558505,-0.0003565926,-0.0632263,-0.07051844,0.003374033,-0.0047228374
5.5745325,3583.031,4664.001,10184.385,4.136425,1.763779,56.0,0.9948437,12.526541,55.0529,0.0042424984,-0.0031601572,-0.0013360097,-0.00053131324,-0.063166276,-0.06913795,0.0032258963,-0.004744465
5.6084604,3688.0737,4792.319,10192.607,4.2487607,1.7907181,57.0,0.99493134,12.56272,55.270878,0.0038981051,-0.0008566282,-0.0031128125,-0.00076136296,-0.062217463,-0.06786429,0.0030524863,-0.0046706945
5.643007,3795.941,4924.644,10201.148,4.3642583,1.8186266,58.0,0.9950196,12.600012,55.49409,0.0040401076,0.001691109,-0.0052739186,-0.0013342587,-0.061111797,-0.06653029,0.0027985598,-0.0049658
5.676903,3906.7112,5061.062,10210.018,4.4829826,1.8475298,59.0,0.9950986,12.638833,55.720707,0.0038838303,0.004642985,-0.007059211,-0.0017649346,-0.060336214,-0.0651641,0.0024095124,-0.0049654297
5.7117815,4020.3623,5201.6606,10219.225,4.60501,1.8774526,60.0,0.99516594,12.678757,55.955196,0.0036578723,0.0070372564,-0.008924307,-0.0020415233,-0.05898956,-0.06373793,0.0020007752,-0.0051556653
5.748698,4137.005,5346.524,10228.779,4.730381,1.9084213,61.0,0.99522746,12.719627,56.20083,0.003546358,0.008429098,-0.009835097,-0.0028371727,-0.057044197,-0.061832894,0.0014204821,-0.0052566617
5.7868543,4256.838,5495.74,10238.693,4.8591695,1.9404618,62.0,0.9952892,12.7616825,56.45462,0.0037588226,0.009976626,-0.010901089,-0.0033820136,-0.054783776,-0.059696313,0.0014548944,-0.005163313
5.8247633,4379.991,5649.4126,10248.978,4.9915066,1.9736007,63.0,0.9953372,12.804919,56.717087,0.0037468635,0.011579629,-0.012021916,-0.003901435,-0.052378304,-0.057849817,0.0025267245,-0.0043357965
5.8649817,4506.465,5807.652,10259.642,5.12753,2.007866,64.0,0.99537617,12.849879,56.99308,0.0036136424,0.012728988,-0.013246066,-0.003984085,-0.049809966,-0.055517763,0.0041530365,-0.0035300145
5.907332,4636.492,5970.563,10270.698,5.2673273,2.0432866,65.0,0.9954164,12.896303,57.279125,0.0036341962,0.013289796,-0.014222942,-0.0038804729,-0.047586393,-0.05268098,0.005652719,-0.0033165722
5.9495764,4770.292,6138.269,10282.159,5.411051,2.0798922,66.0,0.9954545,12.9441595,57.570732,0.0038780384,0.013865428,-0.015193136,-0.0034919637,-0.04559567,-0.049028862,0.0073963897,-0.003864158
5.9917808,4907.8687,6310.9062,10294.035,5.5588894,2.1177142,67.0,0.99549115,12.993828,57.868347,0.002835563,0.0138806775,-0.016489953,-0.0033094105,-0.0436497,-0.045352787,0.009180596,-0.0044233184
6.0338163,5049.2373,6488.6055,10306.339,5.710964,2.1567852,68.0,0.9955273,13.045994,58.179726,0.002439001,0.0140242595,-0.017942488,-0.0037854258,-0.041298244,-0.041081574,0.010903488,-0.0058956807
6.0754366,5194.4023,6671.4946,10319.082,5.867358,2.1971393,69.0,0.9955552,13.097542,58.4939,0.0036804732,0.014454955,-0.019447803,-0.0051299464,-0.03932979,-0.03662658,0.014915261,-0.0077100983
6.118328,5343.3457,6859.6953,10332.278,6.0281286,2.2388108,70.0,0.9955724,13.151695,58.81318,0.0038414057,0.013909981,-0.022262566,-0.0062085134,-0.037152864,-0.033259034,0.019616641,-0.0095948
6.163584,5496.2324,7053.323,10345.94,6.193308,2.2818346,71.0,0.99559027,13.208094,59.148327,0.0045280647,0.012192726,-0.025273003,-0.0077457977,-0.035701968,-0.030733297,0.024254365,-0.010874326
6.208971,5653.3506,7252.504,10360.083,6.3629894,2.3262453,72.0,0.995611,13.267078,59.490955,0.0046914928,0.010326857,-0.028571013,-0.010456791,-0.03473896,-0.028141942,0.028100694,-0.011980105
6.2533274,5814.733,7457.3833,10374.718,6.5373545,2.3720784,73.0,0.9956301,13.32606,59.833656,0.0034333225,0.0077380347,-0.03151521,-0.0133276,-0.034673065,-0.024761958,0.03087135,-0.011763122
6.297332,5980.28,7668.1045,10389.86,6.716531,2.419371,74.0,0.9956487,13.386009,60.1811,0.0030133463,0.00498291,-0.034354832,-0.016164545,-0.03432981,-0.021141762,0.034000997,-0.011423943
6.340918,6149.977,7884.7954,10405.523,6.9005604,2.4681606,75.0,0.99566716,13.447134,60.534138,0.0034813532,0.0023253667,-0.03735405,-0.019007228,-0.03381732,-0.017474301,0.037093025,-0.010999192
6.3839865,6323.8047,8107.578,10421.724,7.089469,2.518486,76.0,0.99568677,13.5096,60.89038,0.0034001642,-0.0011562216,-0.039428204,-0.021785995,-0.033602998,-0.014001834,0.03965468,-0.010735709
6.4262185,6501.731,8336.567,10438.475,7.283268,2.570385,77.0,0.99570507,13.573534,61.250046,0.0028953706,-0.0047968654,-0.04120734,-0.025447503,-0.033830293,-0.011248342,0.042611644,-0.010248528
6.4680867,6683.6836,8571.871,10455.794,7.4819574,2.623895,78.0,0.99572444,13.638895,61.613834,0.0032127374,-0.008823301,-0.044306375,-0.027122514,-0.033137575,-0.0098761795,0.045700897,-0.0074578375
6.5091786,6869.6543,8813.585,10473.695,7.6855125,2.6790533,79.0,0.9957401,13.705794,61.980804,0.0030057342,-0.013354357,-0.046404075,-0.02789091,-0.033409722,-0.008854994,0.048907414,-0.0029454299
6.5504932,7059.5776,9061.801,10492.194,7.893922,2.7358963,80.0,0.9957517,13.778531,62.360397,0.0040468653,-0.01686469,-0.045983538,-0.025808388,-0.033560798,-0.008080424,0.053718537,0.0005362984
6.5924397,7253.5283,9316.602,10511.308,8.107155,2.7944603,81.0,0.9957598,13.855544,62.753937,0.0038453527,-0.018752385,-0.044887114,-0.02358819,-0.03464986,-0.006421867,0.05787814,0.004500389
6.6349945,7451.6367,9578.073,10531.051,8.32523,2.8547807,82.0,0.995764,13.935867,63.15895,0.0037587397,-0.020815013,-0.04389347,-0.021812536,-0.03592335,-0.0042823902,0.062291477,0.008535788
6.678258,7654.0254,9846.31,10551.442,8.548219,2.916892,83.0,0.99576676,14.0182705,63.573383,0.0039037103,-0.022955202,-0.043018557,-0.019885307,-0.037311777,-0.0023339544,0.066699974,0.012744945
6.7216997,7860.8306,10121.412,10572.498,8.776219,2.98083,84.0,0.9957682,14.101918,63.996044,0.004186838,-0.0242935,-0.041892305,-0.017754871,-0.039188612,-0.00059758057,0.07089143,0.017004844
6.765119,8072.104,10403.487,10594.233,9.009353,3.0466306,85.0,0.9957617,14.186296,64.42673,0.0034648268,-0.023529941,-0.038461376,-0.015769152,-0.04190188,0.00041238283,0.072335824,0.018632762
6.810017,8287.864,10692.645,10616.667,9.24772,3.1143315,86.0,0.99575543,14.272446,64.86449,0.0031116344,-0.02362058,-0.034782466,-0.012756935,-0.044292,0.0013221641,0.07353846,0.019429028
6.854914,8508.374,10988.991,10639.815,9.491394,3.18397,87.0,0.9957464,14.359385,65.307594,0.0030326932,-0.022813376,-0.03165124,-0.008874415,-0.045533273,0.0016481532,0.07562084,0.019729525
6.900082,8733.646,11292.651,10663.697,9.740534,3.2555842,88.0,0.9957324,14.447017,65.75695,0.0028979746,-0.020720713,-0.0300779,-0.005175297,-0.045688875,0.0013684094,0.07749899,0.018686485
6.946085,8963.741,11603.744,10688.33,9.995249,3.3292143,89.0,0.995722,14.539136,66.227615,0.0034267083,-0.017469363,-0.027068842,-0.0033755642,-0.046298128,0.0017069862,0.07823915,0.017843245
6.9911184,9198.817,11922.394,10713.732,10.255632,3.4049003,90.0,0.99570745,14.636123,66.71282,0.003238231,-0.014957236,-0.021584217,-0.0014839981,-0.04673873,-5.1560928e-05,0.077329114,0.01681119
7.036427,9438.712,12248.728,10739.923,10.521815,3.4826834,91.0,0.99569064,14.737091,67.20524,0.0028916425,-0.011974236,-0.015484769,-0.00050784193,-0.043969426,-0.0024378677,0.07800434,0.01507806
7.081943,9683.494,12582.857,10766.92,10.793814,3.5626056,92.0,0.99567187,14.838574,67.70541,0.0034249732,-0.007846577,-0.01000039,-0.00041865685,-0.04046435,-0.0068284622,0.07916973,0.013601065
7.127573,9933.218,12924.895,10794.743,11.071674,3.6447086,93.0,0.9956491,14.941828,68.21205,0.0038368115,-0.0052122492,-0.005240675,0.00026521954,-0.039199192,-0.012958789,0.07891343,0.011633923
7.173753,10187.919,13274.952,10823.413,11.355452,3.7290344,94.0,0.99562436,15.048072,68.726906,0.0037686955,-0.0022275113,-0.0011082245,0.0011263874,-0.038280323,-0.019511338,0.07852579,0.0094537875
7.2201333,10447.719,13633.141,10852.948,11.645201,3.8156247,95.0,0.99558777,15.161107,69.25224,0.004141684,-0.00013704645,0.0011951495,0.002507052,-0.036921494,-0.024364438,0.077956796,0.0069486136
7.2688503,10712.667,13999.577,10883.368,11.941011,3.9045215,96.0,0.9955431,15.277277,69.79079,0.0034549665,0.0009293477,0.002860033,0.0047705653,-0.035298277,-0.028305408,0.07829569,0.0056864796
7.3196216,10983.248,14374.378,10914.694,12.242964,3.9957676,97.0,0.99549854,15.396091,70.342674,0.003127473,0.0019911765,0.0044888947,0.0071143205,-0.03371496,-0.03218562,0.07897739,0.0048205126
7.3705115,11259.877,14757.697,10946.946,12.551315,4.089406,98.0,0.9954451,15.515313,70.90573,0.0037280046,0.0030160795,0.0063815136,0.010598347,-0.032359835,-0.035818186,0.08079732,0.0035494417
7.4229026,11542.554,15149.721,10980.146,12.866401,4.1854825,99.0,0.99539274,15.63985,71.48538,0.0036509782,0.00501745,0.009903868,0.013060791,-0.033528052,-0.037481524,0.08450474,0.001727914
7.4749665,11831.583,15550.626,11014.314,13.188426,4.2840457,100.0,0.99533814,15.767149,72.07761,0.0032124114,0.0072923307,0.012959869,0.01489377,-0.03441611,-0.038721185,0.08876321,0.0004727044
7.526893,12126.867,15960.608,11049.475,13.5176525,4.3851457,101.0,0.99528444,15.896705,72.68368,0.0037947795,0.00848761,0.015374244,0.016156942,-0.034123477,-0.04104332,0.09308352,0.00052466197
7.578051,12428.358,16379.848,11085.647,13.854204,4.4888363,102.0,0.99522465,16.029634,73.29865,0.0034898221,0.010145146,0.017888147,0.016378023,-0.03218001,-0.04366815,0.09730726,0.0003383872
7.6297235,12735.869,16808.516,11122.855,14.198143,4.5951705,103.0,0.9951579,16.168478,73.93566,0.004232659,0.012354423,0.018288158,0.016520342,-0.031059606,-0.04658804,0.101749256,0.0008447608
7.682432,13049.523,17246.754,11161.123,14.549438,4.7042027,104.0,0.9950793,16.312012,74.588875,0.0034199846,0.014191528,0.017587785,0.017772114,-0.031097064,-0.048749015,0.10465068,0.0029190443
7.7372775,13369.573,17694.713,11200.474,14.908129,4.8159857,105.0,0.9949923,16.460941,75.259254,0.0039408924,0.014929667,0.01796903,0.017558007,-0.03085207,-0.050351344,0.107191585,0.004014112
7.7937794,13696.54,18152.56,11240.93,15.274353,4.9305716,106.0,0.99489933,16.61684,75.95413,0.0036908374,0.01659049,0.016653884,0.01612958,-0.030577434,-0.052841123,0.1097883,0.0043030344
7.8512588,14030.815,18620.5,11282.518,15.6484165,5.048015,107.0,0.994808,16.779259,76.67137,0.003389562,0.01737956,0.014584278,0.014629648,-0.029773558,-0.05516815,0.11129367,0.004251577
7.907974,14372.614,19098.766,11325.261,16.030674,5.1683717,108.0,0.9947078,16.947432,77.40834,0.004549759,0.015697647,0.0145706395,0.012391152,-0.02848656,-0.057037525,0.112742215,0.0036730291
7.9654207,14721.694,19587.596,11369.186,16.421442,5.291702,109.0,0.99460006,17.122786,78.16964,0.0049794214,0.012272848,0.013865226,0.010790039,-0.028101,-0.05711772,0.11447157,0.0033552581
8.023716,15078.234,20087.203,11414.317,16.820814,5.418069,110.0,0.99448216,17.30254,78.94808,0.004146389,0.009915164,0.012506674,0.008542918,-0.027765268,-0.055824004,0.11710516,0.00211837
8.083292,15442.447,20597.8,11460.683,17.228935,5.547536,111.0,0.994343,17.488724,79.7393,0.0041551916,0.008812642,0.01429643,0.0067170435,-0.030305779,-0.054170806,0.119066484,0.00011769077
8.146145,15814.672,21119.62,11508.309,17.645987,5.6801662,112.0,0.9941885,17.680687,80.550514,0.004858703,0.004883669,0.015522058,0.0027102905,-0.03206746,-0.05408192,0.12419979,-0.0038510216
8.211597,16195.821,21652.904,11557.224,18.072231,5.816026,113.0,0.9940185,17.879063,81.391174,0.0052472334,0.0030540682,0.013360352,-0.0016256181,-0.03364039,-0.052073456,0.13127454,-0.0061986726
8.279295,16586.604,22197.973,11607.455,18.508219,5.955183,114.0,0.99381346,18.080635,82.24977,0.0046655512,0.0034113226,0.010659431,-0.008242961,-0.036450647,-0.04825187,0.1410827,-0.006705036
8.352103,16987.617,22755.193,11659.033,18.954578,6.0977097,115.0,0.99358046,18.286663,83.13453,0.00396033,0.003364762,0.007864227,-0.013199982,-0.04000499,-0.04697916,0.15077142,-0.0076026493
8.429266,17400.363,23324.97,11711.986,19.411955,6.2436867,116.0,0.9933463,18.502533,84.05294,0.0048794434,0.004821841,0.006605844,-0.014879314,-0.042674072,-0.046875212,0.16120753,-0.010385093
8.506136,17826.102,23907.824,11766.347,19.881372,6.393199,117.0,0.99309963,18.725292,84.991165,0.0073609776,0.0049552144,0.0056690276,-0.014309548,-0.044247076,-0.046788864,0.17180108,-0.012967346
8.583006,18264.596,24504.363,11822.1455,20.363985,6.546344,118.0,0.9928323,18.95539,85.9502,0.007555039,0.0045085517,0.003165597,-0.013617382,-0.045513976,-0.0468172,0.18377042,-0.015170561
8.660984,18715.738,25115.152,11879.416,20.860407,6.703229,119.0,0.9925506,19.194407,86.93189,0.006179566,0.0028919992,-0.0014451286,-0.014179844,-0.04709343,-0.04627401,0.1961764,-0.014073017
8.739317,19179.846,25740.723,11938.195,21.37098,6.86397,120.0,0.99224496,19.440132,87.935394,0.005783887,0.0017616428,-0.0038540247,-0.014670217,-0.04944739,-0.045084123,0.20982678,-0.011238147
8.818899,19656.986,26381.613,11998.518,21.896057,7.028682,121.0,0.99192065,19.692413,88.96438,0.0055272365,0.00089076767,-0.0055617895,-0.015282799,-0.051873002,-0.043737516,0.223768,-0.007832253
8.899086,20147.584,27038.346,12060.423,22.435904,7.197486,122.0,0.99158657,19.952095,90.02828,0.005695683,-0.00046328316,-0.0044602505,-0.016296962,-0.053460993,-0.042771835,0.23599096,-0.005271661
8.97847,20651.84,27711.459,12123.948,22.990868,7.370503,123.0,0.99123454,20.217524,91.117294,0.0055325883,-0.0012229178,-0.0035132896,-0.017792247,-0.055297118,-0.041391682,0.2484129,-0.0032873712
9.057547,21169.45,28401.484,12189.135,23.561262,7.5478563,124.0,0.99087447,20.489,92.23563,0.0057410235,-0.000854671,-0.0026210556,-0.020089284,-0.05755816,-0.039344013,0.26044998,-0.0019281248
9.135256,21700.318,29108.908,12256.025,24.147173,7.7296724,125.0,0.9904512,20.7676,93.374504,0.0069109607,-0.0018041935,-0.0007603755,-0.022701269,-0.057920333,-0.03681763,0.2719612,6.216951e-05
9.217091,22243.955,29834.19,12324.662,24.748625,7.9160767,126.0,0.9900034,21.054996,94.55006,0.008978272,-0.0040996037,0.0018439768,-0.025465766,-0.056924094,-0.034390807,0.28185502,0.0019511259
9.300113,22802.15,30577.723,12395.089,25.36545,8.107193,127.0,0.9895329,21.350359,95.75978,0.010095126,-0.006399595,0.0042914655,-0.028558064,-0.056159828,-0.032641478,0.29196554,0.0052494733
9.383117,23375.44,31340.041,12467.35,25.99831,8.303143,128.0,0.98903483,21.65389,97.00219,0.010611666,-0.00860049,0.006665488,-0.031510167,-0.054315045,-0.031207653,0.30168605,0.00925335
