Wall time,Step,Value
1714804088.850809,0,66.40042114257812
1714804093.617424,1,56.381614685058594
1714804098.33343,2,51.98576354980469
1714804103.04567,3,52.13978958129883
1714804107.570615,4,47.36376190185547
1714804112.2375,5,46.44165802001953
1714804116.96035,6,44.53145980834961
1714804121.621465,7,43.48972702026367
1714804126.246398,8,42.25033950805664
1714804130.773833,9,42.36682891845703
1714804135.522768,10,40.35786819458008
1714804140.182042,11,39.85115432739258
1714804145.300506,12,39.31983947753906
1714804150.030621,13,38.38093948364258
1714804154.828909,14,39.20843505859375
1714804159.366309,15,36.95132064819336
1714804164.005901,16,36.28855514526367
1714804168.740913,17,37.17827606201172
1714804173.23668,18,36.294273376464844
1714804177.785429,19,35.55416488647461
1714804182.438432,20,35.088951110839844
1714804187.11826,21,33.66535568237305
1714804191.707656,22,34.57893753051758
1714804196.303876,23,33.884864807128906
1714804200.856675,24,33.582130432128906
1714804205.571872,25,33.01850509643555
1714804210.33341,26,32.28168487548828
1714804215.036893,27,32.10395812988281
1714804219.765183,28,31.746797561645508
1714804224.404782,29,31.750598907470703
1714804228.942444,30,31.146263122558594
1714804233.51511,31,30.987882614135742
1714804238.302913,32,30.189376831054688
1714804242.956055,33,30.36083221435547
1714804247.445861,34,29.510726928710938
1714804252.053983,35,30.14337158203125
1714804257.552179,36,28.99475860595703
1714804262.447946,37,29.477916717529297
1714804266.969101,38,28.427825927734375
1714804271.565482,39,28.465641021728516
1714804276.216423,40,28.13990020751953
1714804280.806092,41,27.624496459960938
1714804285.457611,42,28.14212417602539
1714804290.101813,43,26.67003631591797
1714804294.816934,44,28.055805206298828
1714804299.37623,45,25.723920822143555
1714804304.040135,46,27.932178497314453
1714804308.789906,47,25.096393585205078
1714804313.326656,48,27.54368782043457
1714804318.225222,49,24.732316970825195
1714804323.261098,50,26.80138397216797
1714804327.82653,51,24.46927833557129
1714804332.47415,52,25.966604232788086
1714804337.018877,53,24.26515769958496
1714804341.738862,54,25.136972427368164
1714804346.269993,55,24.18482208251953
1714804350.952885,56,24.31513214111328
1714804355.621286,57,24.273984909057617
1714804360.233752,58,23.484859466552734
1714804364.839908,59,24.49508285522461
1714804369.332467,60,22.791400909423828
1714804374.093836,61,24.541725158691406
1714804378.642478,62,22.364276885986328
1714804383.275753,63,23.890281677246094
1714804387.821477,64,22.22821044921875
1714804392.418753,65,22.868480682373047
1714804396.906806,66,22.299076080322266
1714804401.358209,67,22.022415161132812
1714804405.984597,68,22.311452865600586
1714804410.60917,69,21.389755249023438
1714804415.229283,70,22.027889251708984
1714804419.704628,71,21.018035888671875
1714804424.419432,72,21.48689842224121
1714804428.961059,73,20.963069915771484
1714804433.519393,74,21.017213821411133
1714804438.029954,75,20.76565170288086
1714804442.738891,76,20.564613342285156
1714804447.330674,77,20.280397415161133
1714804451.920353,78,20.25897216796875
1714804456.779322,79,19.829526901245117
1714804461.468594,80,19.93832015991211
1714804465.936136,81,19.431913375854492
1714804470.516453,82,19.51800537109375
1714804475.15065,83,19.088882446289062
1714804479.696906,84,19.060691833496094
1714804484.205231,85,18.767324447631836
1714804488.801906,86,18.644458770751953
1714804493.525579,87,18.407764434814453
