k_t,M_1_t,M_2_t,M_3_t,tau_1_t,tau_2_t,t,x_t,E_t,V_t,lambda_k_t,lambda_m_1,lambda_m_2,lambda_m_3,lambda_tau_1,lambda_tau_2,lambda_t_BAU,lambda_E_t
8.387545,1642.4248,3722.513,10561.423,2.5153105,2.1146424,115.0,0.9536756,15.015291,63.1216,0.041238144,-0.0014573243,0.002393582,0.002213292,-0.04512773,-0.046496034,0.086077474,0.0030607197
8.39278,1640.5944,3718.6248,10567.165,2.5151138,2.1191914,116.0,0.9537043,15.020939,63.144512,0.04133722,-0.0015758984,0.0025992459,0.0022616459,-0.04517572,-0.04667822,0.08636505,0.0031128232
8.397926,1638.7731,3714.736,10572.8955,2.514908,2.1236866,117.0,0.95373136,15.026503,63.167076,0.04143901,-0.0016956626,0.002803524,0.0023119436,-0.045223847,-0.046860952,0.08665322,0.0031649098
8.402977,1636.9606,3710.8481,10578.614,2.5146925,2.1281283,118.0,0.9537564,15.032001,63.189304,0.041541412,-0.0018165556,0.0030076406,0.0023622762,-0.045270775,-0.04704238,0.08694151,0.0032176992
8.407942,1635.1564,3706.9612,10584.321,2.514467,2.1325173,119.0,0.9537802,15.037416,63.21118,0.041650306,-0.0019366709,0.0032086126,0.0024173209,-0.04531916,-0.047221888,0.08722971,0.003270427
8.412809,1633.36,3703.0762,10590.017,2.5142307,2.136854,120.0,0.9538039,15.042781,63.232746,0.041789897,-0.0020548506,0.0033967602,0.0024886748,-0.045373313,-0.04740023,0.08752011,0.0033261694
8.417553,1631.571,3699.1936,10595.7,2.5139837,2.1411386,121.0,0.95382535,15.048056,63.25386,0.041927624,-0.0021731853,0.0035832517,0.0025602132,-0.04542669,-0.04757749,0.087811045,0.0033827275
8.4222145,1629.7893,3695.3137,10601.372,2.5137255,2.1453717,122.0,0.95384514,15.053246,63.27466,0.042067822,-0.0022930962,0.003770796,0.0026336485,-0.045479026,-0.047752824,0.08810162,0.0034377507
8.426795,1628.0143,3691.4375,10607.032,2.5134559,2.149554,123.0,0.95386344,15.058374,63.295143,0.042208888,-0.002413868,0.0039551537,0.0027073738,-0.04553089,-0.047928166,0.08839281,0.0034945942
8.431294,1626.2458,3687.5652,10612.681,2.5131748,2.1536856,124.0,0.95388013,15.06343,63.31531,0.042351034,-0.0025351176,0.004139671,0.0027825828,-0.045582972,-0.048102345,0.08868281,0.0035503372
8.4357195,1624.4835,3683.6975,10618.317,2.5128818,2.1577673,125.0,0.95389533,15.068409,63.335213,0.042494163,-0.0026575802,0.0043222927,0.0028582215,-0.04563375,-0.04827503,0.08897355,0.003605429
8.440068,1622.727,3679.8345,10623.943,2.5125768,2.1617992,126.0,0.9539092,15.073332,63.35479,0.0426392,-0.0027792186,0.004503373,0.0029353527,-0.045683544,-0.04844774,0.0892645,0.0036617855
8.444342,1620.9764,3675.9766,10629.558,2.51226,2.1657817,127.0,0.9539215,15.078177,63.37407,0.04278529,-0.0029024857,0.004684072,0.0030139103,-0.045732953,-0.048619125,0.089553945,0.003717078
8.4485445,1619.2313,3672.124,10635.16,2.5119305,2.1697156,128.0,0.9539324,15.08296,63.39306,0.042933084,-0.0030272666,0.00486324,0.0030936557,-0.045783255,-0.04878928,0.08984472,0.0037728343
