k_t,M_1_t,M_2_t,M_3_t,tau_1_t,tau_2_t,t,x_t,E_t,V_t,lambda_k_t,lambda_m_1,lambda_m_2,lambda_m_3,lambda_tau_1,lambda_tau_2,lambda_t_BAU,lambda_E_t
9.351673,5661.547,6126.0923,10163.817,6.1088305,1.9047481,35.0,0.7995245,6.835189,60.698635,0.18889348,-0.0007910298,-0.018372288,-0.000612817,-0.060402915,-0.03170344,-0.0043480527,-0.0028897754
9.3509865,5860.9414,6377.617,10175.703,6.324765,1.9524812,36.0,0.8083855,6.8426013,61.14655,0.17735392,-0.002593036,-0.021731116,-0.0032637038,-0.057588104,-0.025771603,-0.0040900507,0.0008407866
9.352619,6064.8994,6636.423,10188.213,6.5451317,2.002124,37.0,0.8170643,6.8545275,61.60281,0.16942048,-0.0027232452,-0.02293503,-0.00348415,-0.051494144,-0.022720207,-0.00076435425,0.0041286554
9.353289,6273.7754,6902.6147,10201.365,6.7703543,2.0537055,38.0,0.82526726,6.8692026,62.0648,0.16116811,-0.002538332,-0.024659283,-0.0015492348,-0.045499045,-0.019975167,0.0045912294,0.008052253
9.353626,6487.426,7176.3237,10215.18,7.00084,2.1072583,39.0,0.83303154,6.884923,62.54338,0.15220535,-0.0021416761,-0.025803883,-7.066596e-05,-0.04146113,-0.01904934,0.008487896,0.011280551
9.353765,6705.8057,7457.6636,10229.673,7.236782,2.16282,40.0,0.8403173,6.9017763,63.037857,0.14285871,-0.0016716586,-0.028049614,0.0007533161,-0.0381649,-0.018269109,0.011165344,0.014342089
9.354158,6928.8916,7746.739,10244.865,7.4782815,2.22043,41.0,0.8467477,6.92143,63.560253,0.13497385,-0.002441386,-0.02866498,0.0014380442,-0.034475435,-0.018437587,0.0129056685,0.016680514
9.357626,7156.7324,8043.648,10260.775,7.7253976,2.2801275,42.0,0.8524025,6.941804,64.11109,0.13041785,-0.003771512,-0.027700655,0.0018536749,-0.032519095,-0.020615676,0.016528219,0.018710347
9.3650055,7389.8433,8348.49,10277.422,7.9781914,2.341953,43.0,0.85688925,6.960966,64.68656,0.12727953,-0.0024071343,-0.027729578,0.002164786,-0.028686477,-0.023740448,0.020462234,0.02146642
9.379773,7628.8726,8661.406,10294.824,8.23692,2.4059467,44.0,0.8602961,6.9856205,65.30569,0.1230527,-0.00026849448,-0.02616974,-0.0009298703,-0.02393421,-0.02606899,0.024641162,0.023712637
9.403021,7875.078,8982.586,10313.003,8.502015,2.4721515,45.0,0.86323714,7.013417,65.963356,0.11894206,-4.2416388e-05,-0.023367032,-0.0021520616,-0.02099087,-0.027954062,0.027330134,0.025378132
9.431109,8129.916,9312.324,10331.979,8.774262,2.5406146,46.0,0.8657237,7.045346,66.6508,0.116817564,-0.0016050201,-0.020957232,-0.0026031865,-0.018703267,-0.03122276,0.02833122,0.026194012
9.463045,8394.182,9651.032,10351.772,9.054752,2.6113913,47.0,0.86729145,7.081427,67.3708,0.1143636,-0.0022053428,-0.01589351,-0.0026498612,-0.020608174,-0.035294373,0.023363713,0.025134977
9.502188,8668.507,9999.174,10372.407,9.34448,2.6845493,48.0,0.86850584,7.1205072,68.131096,0.11257134,-0.0018492767,-0.011304444,-0.0027430311,-0.023152668,-0.039860725,0.017176118,0.024825817
9.545469,8954.228,10357.249,10393.904,9.64432,2.7601662,49.0,0.8691877,7.1645775,68.9389,0.1134494,-0.0019219087,-0.0070808004,-0.0026925064,-0.025977038,-0.04413248,0.010612557,0.024273336
9.593401,9252.094,10725.854,10416.29,9.955366,2.8383288,50.0,0.86969686,7.211789,69.787544,0.115138024,-0.0029297012,-0.0022811154,-0.0032774839,-0.029849323,-0.04842308,0.0047890614,0.023514716
9.643415,9563.016,11105.629,10439.589,10.278606,2.9191356,51.0,0.87008,7.26189,70.67537,0.11723567,-0.004153313,0.0026730713,-0.004372612,-0.03425429,-0.05261383,-0.0002898355,0.022172755
9.694384,9887.389,11497.267,10463.829,10.615028,3.0026948,52.0,0.870147,7.316205,71.6034,0.11659242,-0.0067868903,0.00715624,-0.0063408613,-0.0387933,-0.05635196,-0.007681461,0.02247129
9.747418,10225.399,11901.467,10489.041,10.965409,3.0891252,53.0,0.86991435,7.3733735,72.56918,0.11553224,-0.008730664,0.008820412,-0.0095273815,-0.043087073,-0.06288516,-0.012562392,0.02197402
9.80272,10577.54,12318.918,10515.255,11.330315,3.1785524,54.0,0.869541,7.436169,73.57906,0.11504949,-0.009640475,0.009751175,-0.013264958,-0.047611117,-0.06925427,-0.015623333,0.021322668
9.859106,10944.401,12750.322,10542.503,11.71031,3.2711074,55.0,0.868939,7.5042505,74.64567,0.11584844,-0.010355313,0.0116249835,-0.016779974,-0.053165242,-0.07498476,-0.016748834,0.01915852
9.916877,11326.314,13196.406,10570.821,12.105998,3.3669262,56.0,0.86806005,7.5749707,75.7632,0.11643965,-0.010956716,0.016229104,-0.021755442,-0.055688377,-0.08062314,-0.014622092,0.012614269
9.97645,11723.731,13657.895,10600.245,12.517905,3.4661493,57.0,0.86712,7.648248,76.927574,0.11742172,-0.010660417,0.02137909,-0.026929175,-0.057763558,-0.08671829,-0.011860816,0.005743415
10.036281,12137.261,14135.523,10630.8125,12.946556,3.5689228,58.0,0.8660454,7.7241764,78.14007,0.11774134,-0.010133147,0.027616117,-0.03289868,-0.059423395,-0.093674466,-0.009283239,-0.0018909073
10.0964365,12567.108,14630.053,10662.563,13.392542,3.6753964,59.0,0.8648829,7.803176,79.39766,0.11771457,-0.0093549555,0.034570932,-0.03891647,-0.06103789,-0.10135882,-0.0066235517,-0.009725378
10.156558,13013.536,15142.228,10695.54,13.856329,3.7857246,60.0,0.86358386,7.8860836,80.7034,0.11867039,-0.007617251,0.04262558,-0.04436576,-0.061542735,-0.10863277,-0.0042891386,-0.0172252
10.216868,13476.723,15672.788,10729.786,14.338329,3.9000661,61.0,0.8620982,7.972489,82.06916,0.11868403,-0.0033943758,0.050734647,-0.05074898,-0.06340427,-0.115866475,-0.0024274269,-0.025163356
10.277767,13956.945,16222.458,10765.347,14.83889,4.018582,62.0,0.86046207,8.067025,83.499596,0.11799219,0.0030206982,0.05896811,-0.054705076,-0.06506049,-0.12236307,-0.002423005,-0.032049257
10.339067,14454.637,16791.957,10802.27,15.35836,4.1414356,63.0,0.85863584,8.167774,84.98927,0.11951855,0.009761284,0.0686222,-0.05763929,-0.06745814,-0.13027352,-0.0016243022,-0.038600814
10.400952,14970.189,17382.016,10840.604,15.897156,4.2687926,64.0,0.8567387,8.2776,86.56086,0.12233236,0.013589913,0.08019238,-0.061857283,-0.07155967,-0.13816705,-0.0010621019,-0.04569016
